# r(a.u.)  R_2s  R_3s  R_4s  R_2p  R_3p  R_3d
  5.49409880242515E+01  -3.22576819056321E-12   3.52053216799753E-06  -2.13959790563701E-03   6.25253519382401E-10  -3.06914630530882E-05   1.66152063479128E-05
  5.49484884867804E+01  -3.21210770374704E-12   3.51203722649071E-06  -2.13643547037245E-03   6.23071952548747E-10  -3.06275618104345E-05   1.65805071860964E-05
  5.49559889493093E+01  -3.19850496439141E-12   3.50356259176235E-06  -2.13327752698111E-03   6.20897974386105E-10  -3.05637917660761E-05   1.65458795653488E-05
  5.49634894118382E+01  -3.18495972883910E-12   3.49510821579048E-06  -2.13012406941938E-03   6.18731558583772E-10  -3.05001526550714E-05   1.65113233403777E-05
  5.49709898743671E+01  -3.17147175445886E-12   3.48667405066528E-06  -2.12697509165112E-03   6.16572678921943E-10  -3.04366442130028E-05   1.64768383661804E-05
  5.49784903368961E+01  -3.15804079964114E-12   3.47826004858878E-06  -2.12383058764773E-03   6.14421309271391E-10  -3.03732661759764E-05   1.64424244980434E-05
  5.49859907994250E+01  -3.14466662379380E-12   3.46986616187468E-06  -2.12069055138806E-03   6.12277423593161E-10  -3.03100182806206E-05   1.64080815915420E-05
  5.49934912619539E+01  -3.13134898733778E-12   3.46149234294805E-06  -2.11755497685847E-03   6.10140995938257E-10  -3.02469002640851E-05   1.63738095025396E-05
  5.50009917244828E+01  -3.11808765170292E-12   3.45313854434506E-06  -2.11442385805278E-03   6.08012000447331E-10  -3.01839118640401E-05   1.63396080871871E-05
  5.50084921870117E+01  -3.10488237932364E-12   3.44480471871274E-06  -2.11129718897229E-03   6.05890411350378E-10  -3.01210528186751E-05   1.63054772019225E-05
  5.50159926495406E+01  -3.09173293363479E-12   3.43649081880876E-06  -2.10817496362574E-03   6.03776202966427E-10  -3.00583228666979E-05   1.62714167034700E-05
  5.50234931120695E+01  -3.07863907906740E-12   3.42819679750112E-06  -2.10505717602934E-03   6.01669349703233E-10  -2.99957217473339E-05   1.62374264488399E-05
  5.50309935745984E+01  -3.06560058104453E-12   3.41992260776791E-06  -2.10194382020673E-03   5.99569826056973E-10  -2.99332492003246E-05   1.62035062953277E-05
  5.50384940371273E+01  -3.05261720597705E-12   3.41166820269708E-06  -2.09883489018899E-03   5.97477606611942E-10  -2.98709049659270E-05   1.61696561005136E-05
  5.50459944996562E+01  -3.03968872125955E-12   3.40343353548617E-06  -2.09573038001461E-03   5.95392666040251E-10  -2.98086887849125E-05   1.61358757222622E-05
  5.50534949621851E+01  -3.02681489526616E-12   3.39521855944206E-06  -2.09263028372953E-03   5.93314979101520E-10  -2.97466003985657E-05   1.61021650187215E-05
  5.50609954247140E+01  -3.01399549734646E-12   3.38702322798072E-06  -2.08953459538706E-03   5.91244520642583E-10  -2.96846395486839E-05   1.60685238483227E-05
  5.50684958872430E+01  -3.00123029782138E-12   3.37884749462696E-06  -2.08644330904795E-03   5.89181265597184E-10  -2.96228059775754E-05   1.60349520697796E-05
  5.50759963497719E+01  -2.98851906797908E-12   3.37069131301415E-06  -2.08335641878031E-03   5.87125188985677E-10  -2.95610994280594E-05   1.60014495420878E-05
  5.50834968123008E+01  -2.97586158007095E-12   3.36255463688405E-06  -2.08027391865967E-03   5.85076265914732E-10  -2.94995196434640E-05   1.59680161245246E-05
  5.50909972748297E+01  -2.96325760730750E-12   3.35443742008646E-06  -2.07719580276890E-03   5.83034471577034E-10  -2.94380663676260E-05   1.59346516766480E-05
  5.50984977373586E+01  -2.95070692385439E-12   3.34633961657903E-06  -2.07412206519827E-03   5.80999781250990E-10  -2.93767393448898E-05   1.59013560582962E-05
  5.51059981998875E+01  -2.93820930482834E-12   3.33826118042702E-06  -2.07105270004540E-03   5.78972170300431E-10  -2.93155383201060E-05   1.58681291295876E-05
  5.51134986624164E+01  -2.92576452629323E-12   3.33020206580301E-06  -2.06798770141526E-03   5.76951614174320E-10  -2.92544630386308E-05   1.58349707509195E-05
  5.51209991249453E+01  -2.91337236525602E-12   3.32216222698669E-06  -2.06492706342016E-03   5.74938088406458E-10  -2.91935132463250E-05   1.58018807829680E-05
  5.51284995874742E+01  -2.90103259966286E-12   3.31414161836459E-06  -2.06187078017977E-03   5.72931568615194E-10  -2.91326886895528E-05   1.57688590866873E-05
  5.51360000500031E+01  -2.88874500839510E-12   3.30614019442984E-06  -2.05881884582107E-03   5.70932030503131E-10  -2.90719891151810E-05   1.57359055233093E-05
  5.51435005125320E+01  -2.87650937126539E-12   3.29815790978195E-06  -2.05577125447837E-03   5.68939449856836E-10  -2.90114142705781E-05   1.57030199543429E-05
  5.51510009750609E+01  -2.86432546901375E-12   3.29019471912650E-06  -2.05272800029328E-03   5.66953802546556E-10  -2.89509639036132E-05   1.56702022415736E-05
  5.51585014375898E+01  -2.85219308330367E-12   3.28225057727499E-06  -2.04968907741473E-03   5.64975064525923E-10  -2.88906377626550E-05   1.56374522470628E-05
  5.51660019001188E+01  -2.84011199671824E-12   3.27432543914449E-06  -2.04665447999895E-03   5.63003211831671E-10  -2.88304355965708E-05   1.56047698331474E-05
  5.51735023626477E+01  -2.82808199275626E-12   3.26641925975750E-06  -2.04362420220944E-03   5.61038220583350E-10  -2.87703571547259E-05   1.55721548624392E-05
  5.51810028251766E+01  -2.81610285582844E-12   3.25853199424163E-06  -2.04059823821700E-03   5.59080066983040E-10  -2.87104021869821E-05   1.55396071978242E-05
  5.51885032877055E+01  -2.80417437125352E-12   3.25066359782939E-06  -2.03757658219971E-03   5.57128727315067E-10  -2.86505704436973E-05   1.55071267024626E-05
  5.51960037502344E+01  -2.79229632525447E-12   3.24281402585795E-06  -2.03455922834288E-03   5.55184177945718E-10  -2.85908616757238E-05   1.54747132397876E-05
  5.52035042127633E+01  -2.78046850495470E-12   3.23498323376888E-06  -2.03154617083911E-03   5.53246395322963E-10  -2.85312756344083E-05   1.54423666735052E-05
  5.52110046752922E+01  -2.76869069837426E-12   3.22717117710794E-06  -2.02853740388823E-03   5.51315355976171E-10  -2.84718120715900E-05   1.54100868675938E-05
  5.52185051378211E+01  -2.75696269442608E-12   3.21937781152481E-06  -2.02553292169734E-03   5.49391036515829E-10  -2.84124707396004E-05   1.53778736863033E-05
  5.52260056003500E+01  -2.74528428291223E-12   3.21160309277288E-06  -2.02253271848075E-03   5.47473413633265E-10  -2.83532513912619E-05   1.53457269941549E-05
  5.52335060628789E+01  -2.73365525452014E-12   3.20384697670897E-06  -2.01953678845999E-03   5.45562464100368E-10  -2.82941537798869E-05   1.53136466559403E-05
  5.52410065254078E+01  -2.72207540081893E-12   3.19610941929312E-06  -2.01654512586382E-03   5.43658164769313E-10  -2.82351776592771E-05   1.52816325367215E-05
  5.52485069879368E+01  -2.71054451425567E-12   3.18839037658838E-06  -2.01355772492822E-03   5.41760492572281E-10  -2.81763227837222E-05   1.52496845018300E-05
  5.52560074504657E+01  -2.69906238815171E-12   3.18068980476050E-06  -2.01057457989635E-03   5.39869424521186E-10  -2.81175889079993E-05   1.52178024168663E-05
  5.52635079129946E+01  -2.68762881669899E-12   3.17300766007775E-06  -2.00759568501858E-03   5.37984937707400E-10  -2.80589757873718E-05   1.51859861476994E-05
  5.52710083755235E+01  -2.67624359495638E-12   3.16534389891067E-06  -2.00462103455246E-03   5.36107009301479E-10  -2.80004831775882E-05   1.51542355604665E-05
  5.52785088380524E+01  -2.66490651884606E-12   3.15769847773183E-06  -2.00165062276271E-03   5.34235616552891E-10  -2.79421108348817E-05   1.51225505215720E-05
  5.52860093005813E+01  -2.65361738514986E-12   3.15007135311560E-06  -1.99868444392125E-03   5.32370736789744E-10  -2.78838585159690E-05   1.50909308976875E-05
  5.52935097631102E+01  -2.64237599150566E-12   3.14246248173791E-06  -1.99572249230713E-03   5.30512347418516E-10  -2.78257259780491E-05   1.50593765557510E-05
  5.53010102256391E+01  -2.63118213640382E-12   3.13487182037601E-06  -1.99276476220656E-03   5.28660425923783E-10  -2.77677129788027E-05   1.50278873629662E-05
  5.53085106881680E+01  -2.62003561918352E-12   3.12729932590826E-06  -1.98981124791292E-03   5.26814949867951E-10  -2.77098192763913E-05   1.49964631868024E-05
  5.53160111506969E+01  -2.60893624002929E-12   3.11974495531387E-06  -1.98686194372670E-03   5.24975896890991E-10  -2.76520446294561E-05   1.49651038949938E-05
  5.53235116132258E+01  -2.59788379996738E-12   3.11220866567269E-06  -1.98391684395555E-03   5.23143244710167E-10  -2.75943887971169E-05   1.49338093555388E-05
  5.53310120757547E+01  -2.58687810086225E-12   3.10469041416494E-06  -1.98097594291421E-03   5.21316971119774E-10  -2.75368515389717E-05   1.49025794366997E-05
  5.53385125382836E+01  -2.57591894541306E-12   3.09719015807104E-06  -1.97803923492456E-03   5.19497053990868E-10  -2.74794326150953E-05   1.48714140070022E-05
  5.53460130008126E+01  -2.56500613715013E-12   3.08970785477133E-06  -1.97510671431559E-03   5.17683471271007E-10  -2.74221317860385E-05   1.48403129352347E-05
  5.53535134633415E+01  -2.55413948043147E-12   3.08224346174584E-06  -1.97217837542336E-03   5.15876200983986E-10  -2.73649488128274E-05   1.48092760904480E-05
  5.53610139258704E+01  -2.54331878043931E-12   3.07479693657411E-06  -1.96925421259106E-03   5.14075221229572E-10  -2.73078834569621E-05   1.47783033419545E-05
  5.53685143883993E+01  -2.53254384317660E-12   3.06736823693489E-06  -1.96633422016895E-03   5.12280510183244E-10  -2.72509354804162E-05   1.47473945593281E-05
  5.53760148509282E+01  -2.52181447546357E-12   3.05995732060597E-06  -1.96341839251435E-03   5.10492046095932E-10  -2.71941046456354E-05   1.47165496124033E-05
  5.53835153134571E+01  -2.51113048493434E-12   3.05256414546390E-06  -1.96050672399166E-03   5.08709807293759E-10  -2.71373907155370E-05   1.46857683712749E-05
  5.53910157759860E+01  -2.50049168003341E-12   3.04518866948382E-06  -1.95759920897235E-03   5.06933772177780E-10  -2.70807934535088E-05   1.46550507062974E-05
  5.53985162385149E+01  -2.48989787001235E-12   3.03783085073919E-06  -1.95469584183494E-03   5.05163919223723E-10  -2.70243126234083E-05   1.46243964880846E-05
  5.54060167010438E+01  -2.47934886492634E-12   3.03049064740157E-06  -1.95179661696499E-03   5.03400226981735E-10  -2.69679479895617E-05   1.45938055875090E-05
  5.54135171635727E+01  -2.46884447563081E-12   3.02316801774041E-06  -1.94890152875509E-03   5.01642674076122E-10  -2.69116993167628E-05   1.45632778757012E-05
  5.54210176261016E+01  -2.45838451377810E-12   3.01586292012281E-06  -1.94601057160487E-03   4.99891239205099E-10  -2.68555663702725E-05   1.45328132240497E-05
  5.54285180886305E+01  -2.44796879181406E-12   3.00857531301330E-06  -1.94312373992098E-03   4.98145901140528E-10  -2.67995489158178E-05   1.45024115042000E-05
  5.54360185511594E+01  -2.43759712297477E-12   3.00130515497361E-06  -1.94024102811710E-03   4.96406638727672E-10  -2.67436467195905E-05   1.44720725880545E-05
  5.54435190136884E+01  -2.42726932128317E-12   2.99405240466245E-06  -1.93736243061388E-03   4.94673430884935E-10  -2.66878595482467E-05   1.44417963477718E-05
  5.54510194762173E+01  -2.41698520154579E-12   2.98681702083530E-06  -1.93448794183899E-03   4.92946256603616E-10  -2.66321871689060E-05   1.44115826557659E-05
  5.54585199387462E+01  -2.40674457934942E-12   2.97959896234415E-06  -1.93161755622711E-03   4.91225094947655E-10  -2.65766293491501E-05   1.43814313847064E-05
  5.54660204012751E+01  -2.39654727105785E-12   2.97239818813731E-06  -1.92875126821987E-03   4.89509925053382E-10  -2.65211858570223E-05   1.43513424075173E-05
  5.54735208638040E+01  -2.38639309380861E-12   2.96521465725918E-06  -1.92588907226589E-03   4.87800726129273E-10  -2.64658564610266E-05   1.43213155973769E-05
  5.54810213263329E+01  -2.37628186550971E-12   2.95804832885004E-06  -1.92303096282076E-03   4.86097477455692E-10  -2.64106409301265E-05   1.42913508277172E-05
  5.54885217888618E+01  -2.36621340483639E-12   2.95089916214578E-06  -1.92017693434703E-03   4.84400158384652E-10  -2.63555390337446E-05   1.42614479722235E-05
  5.54960222513907E+01  -2.35618753122790E-12   2.94376711647775E-06  -1.91732698131419E-03   4.82708748339566E-10  -2.63005505417612E-05   1.42316069048337E-05
  5.55035227139196E+01  -2.34620406488428E-12   2.93665215127248E-06  -1.91448109819870E-03   4.81023226814999E-10  -2.62456752245136E-05   1.42018274997379E-05
  5.55110231764485E+01  -2.33626282676321E-12   2.92955422605150E-06  -1.91163927948393E-03   4.79343573376422E-10  -2.61909128527956E-05   1.41721096313779E-05
  5.55185236389774E+01  -2.32636363857675E-12   2.92247330043109E-06  -1.90880151966019E-03   4.77669767659973E-10  -2.61362631978558E-05   1.41424531744469E-05
  5.55260241015063E+01  -2.31650632278820E-12   2.91540933412210E-06  -1.90596781322472E-03   4.76001789372208E-10  -2.60817260313976E-05   1.41128580038887E-05
  5.55335245640353E+01  -2.30669070260898E-12   2.90836228692969E-06  -1.90313815468166E-03   4.74339618289863E-10  -2.60273011255776E-05   1.40833239948973E-05
  5.55410250265642E+01  -2.29691660199541E-12   2.90133211875313E-06  -1.90031253854207E-03   4.72683234259609E-10  -2.59729882530053E-05   1.40538510229165E-05
  5.55485254890931E+01  -2.28718384564565E-12   2.89431878958559E-06  -1.89749095932390E-03   4.71032617197810E-10  -2.59187871867417E-05   1.40244389636394E-05
  5.55560259516220E+01  -2.27749225899652E-12   2.88732225951391E-06  -1.89467341155198E-03   4.69387747090289E-10  -2.58646977002988E-05   1.39950876930079E-05
  5.55635264141509E+01  -2.26784166822044E-12   2.88034248871842E-06  -1.89185988975806E-03   4.67748603992082E-10  -2.58107195676385E-05   1.39657970872121E-05
  5.55710268766798E+01  -2.25823190022231E-12   2.87337943747264E-06  -1.88905038848073E-03   4.66115168027202E-10  -2.57568525631720E-05   1.39365670226900E-05
  5.55785273392087E+01  -2.24866278263645E-12   2.86643306614317E-06  -1.88624490226546E-03   4.64487419388404E-10  -2.57030964617587E-05   1.39073973761268E-05
  5.55860278017376E+01  -2.23913414382350E-12   2.85950333518940E-06  -1.88344342566458E-03   4.62865338336944E-10  -2.56494510387051E-05   1.38782880244546E-05
  5.55935282642665E+01  -2.22964581286741E-12   2.85259020516333E-06  -1.88064595323728E-03   4.61248905202345E-10  -2.55959160697647E-05   1.38492388448519E-05
  5.56010287267954E+01  -2.22019761957237E-12   2.84569363670934E-06  -1.87785247954959E-03   4.59638100382162E-10  -2.55424913311363E-05   1.38202497147429E-05
  5.56085291893243E+01  -2.21078939445977E-12   2.83881359056398E-06  -1.87506299917437E-03   4.58032904341747E-10  -2.54891765994636E-05   1.37913205117974E-05
  5.56160296518532E+01  -2.20142096876523E-12   2.83195002755578E-06  -1.87227750669132E-03   4.56433297614015E-10  -2.54359716518341E-05   1.37624511139299E-05
  5.56235301143821E+01  -2.19209217443555E-12   2.82510290860501E-06  -1.86949599668695E-03   4.54839260799214E-10  -2.53828762657786E-05   1.37336413992995E-05
  5.56310305769111E+01  -2.18280284412573E-12   2.81827219472345E-06  -1.86671846375462E-03   4.53250774564688E-10  -2.53298902192699E-05   1.37048912463092E-05
  5.56385310394400E+01  -2.17355281119601E-12   2.81145784701425E-06  -1.86394490249444E-03   4.51667819644652E-10  -2.52770132907222E-05   1.36762005336052E-05
  5.56460315019689E+01  -2.16434190970890E-12   2.80465982667165E-06  -1.86117530751338E-03   4.50090376839954E-10  -2.52242452589902E-05   1.36475691400772E-05
  5.56535319644978E+01  -2.15516997442620E-12   2.79787809498078E-06  -1.85840967342516E-03   4.48518427017853E-10  -2.51715859033682E-05   1.36189969448569E-05
  5.56610324270267E+01  -2.14603684080610E-12   2.79111261331750E-06  -1.85564799485030E-03   4.46951951111787E-10  -2.51190350035894E-05   1.35904838273184E-05
  5.56685328895556E+01  -2.13694234500022E-12   2.78436334314812E-06  -1.85289026641610E-03   4.45390930121142E-10  -2.50665923398247E-05   1.35620296670772E-05
  5.56760333520845E+01  -2.12788632385070E-12   2.77763024602925E-06  -1.85013648275663E-03   4.43835345111030E-10  -2.50142576926822E-05   1.35336343439899E-05
  5.56835338146134E+01  -2.11886861488731E-12   2.77091328360755E-06  -1.84738663851270E-03   4.42285177212059E-10  -2.49620308432063E-05   1.35052977381537E-05
  5.56910342771423E+01  -2.10988905632454E-12   2.76421241761956E-06  -1.84464072833191E-03   4.40740407620110E-10  -2.49099115728766E-05   1.34770197299059E-05
  5.56985347396712E+01  -2.10094748705874E-12   2.75752760989144E-06  -1.84189874686859E-03   4.39201017596108E-10  -2.48578996636074E-05   1.34488001998237E-05
  5.57060352022001E+01  -2.09204374666523E-12   2.75085882233883E-06  -1.83916068878379E-03   4.37666988465802E-10  -2.48059948977466E-05   1.34206390287233E-05
  5.57135356647290E+01  -2.08317767539545E-12   2.74420601696657E-06  -1.83642654874532E-03   4.36138301619539E-10  -2.47541970580750E-05   1.33925360976597E-05
  5.57210361272580E+01  -2.07434911417414E-12   2.73756915586858E-06  -1.83369632142772E-03   4.34614938512044E-10  -2.47025059278053E-05   1.33644912879261E-05
  5.57285365897869E+01  -2.06555790459649E-12   2.73094820122755E-06  -1.83097000151221E-03   4.33096880662195E-10  -2.46509212905815E-05   1.33365044810535E-05
  5.57360370523158E+01  -2.05680388892529E-12   2.72434311531484E-06  -1.82824758368676E-03   4.31584109652803E-10  -2.45994429304779E-05   1.33085755588104E-05
  5.57435375148447E+01  -2.04808691008820E-12   2.71775386049020E-06  -1.82552906264601E-03   4.30076607130394E-10  -2.45480706319982E-05   1.32807044032019E-05
